date,regionid,avg_wind_speed_km_per_h,max_wind_speed_km_per_h
2019-12-29,NSW1,12.6,38.9
2019-12-29,QLD1,23.8,50.0
2019-12-29,SA1,20.2,51.8
2019-12-29,TAS1,14.8,46.4
2019-12-29,VIC1,13.7,40.7
2019-12-30,NSW1,16.9,42.5
2019-12-30,QLD1,21.6,48.2
2019-12-30,SA1,30.6,81.4
2019-12-30,TAS1,20.5,87.1
2019-12-30,VIC1,19.4,79.6
2019-12-31,NSW1,24.8,55.4
2019-12-31,QLD1,16.6,37.1
2019-12-31,SA1,29.5,61.2
2019-12-31,TAS1,19.4,61.2
2019-12-31,VIC1,18.7,44.3
2020-01-01,NSW1,18.0,50.0
2020-01-01,QLD1,15.8,38.9
2020-01-01,SA1,16.9,42.5
2020-01-01,TAS1,21.6,51.8
2020-01-01,VIC1,14.8,37.1
2020-01-02,NSW1,21.6,50.0
2020-01-02,QLD1,19.4,48.2
2020-01-02,SA1,18.0,37.1
2020-01-02,TAS1,21.2,50.0
2020-01-02,VIC1,15.1,37.1
2020-01-03,NSW1,20.9,51.8
2020-01-03,QLD1,22.3,
2020-01-03,SA1,32.8,90.7
2020-01-03,TAS1,12.6,29.5
2020-01-03,VIC1,13.0,35.3
2020-01-04,NSW1,24.1,55.4
2020-01-04,QLD1,23.8,66.6
2020-01-04,SA1,42.8,72.4
2020-01-04,TAS1,23.8,79.6
2020-01-04,VIC1,19.8,59.4
2020-01-05,NSW1,21.6,72.4
2020-01-05,QLD1,20.5,40.7
2020-01-05,SA1,31.3,53.6
2020-01-05,TAS1,15.1,51.8
2020-01-05,VIC1,23.0,51.8
2020-01-06,NSW1,30.6,70.2
2020-01-06,QLD1,23.4,48.2
2020-01-06,SA1,19.8,42.5
2020-01-06,TAS1,12.6,37.1
2020-01-06,VIC1,13.3,38.9
2020-01-07,NSW1,23.0,61.2
2020-01-07,QLD1,24.1,55.4
2020-01-07,SA1,11.5,29.5
2020-01-07,TAS1,11.2,31.3
2020-01-07,VIC1,13.7,40.7
2020-01-08,NSW1,15.5,55.4
2020-01-08,QLD1,23.4,57.2
2020-01-08,SA1,9.4,31.3
2020-01-08,TAS1,13.7,40.7
2020-01-08,VIC1,19.8,42.5
2020-01-09,NSW1,24.8,64.8
2020-01-09,QLD1,19.1,42.5
2020-01-09,SA1,13.7,44.3
2020-01-09,TAS1,16.2,51.8
2020-01-09,VIC1,11.9,31.3
2020-01-10,NSW1,23.4,55.4
2020-01-10,QLD1,20.5,42.5
2020-01-10,SA1,42.8,68.4
2020-01-10,TAS1,25.2,76.0
2020-01-10,VIC1,16.6,57.2
2020-01-11,NSW1,23.0,61.2
2020-01-11,QLD1,16.6,37.1
2020-01-11,SA1,26.3,57.2
2020-01-11,TAS1,19.1,68.4
2020-01-11,VIC1,18.4,53.6
2020-01-12,NSW1,27.7,64.8
2020-01-12,QLD1,18.0,
2020-01-12,SA1,19.4,44.3
2020-01-12,TAS1,15.1,38.9
2020-01-12,VIC1,21.6,44.3
2020-01-13,NSW1,24.8,63.0
2020-01-13,QLD1,23.4,51.8
2020-01-13,SA1,13.0,33.5
2020-01-13,TAS1,19.8,59.4
2020-01-13,VIC1,13.0,31.3
2020-01-14,NSW1,20.2,55.4
2020-01-14,QLD1,21.2,48.2
2020-01-14,SA1,18.0,42.5
2020-01-14,TAS1,11.9,33.5
2020-01-14,VIC1,12.2,29.5
2020-01-15,NSW1,19.4,51.8
2020-01-15,QLD1,22.7,98.3
2020-01-15,SA1,30.6,55.4
2020-01-15,TAS1,12.2,35.3
2020-01-15,VIC1,16.9,83.2
2020-01-16,NSW1,15.8,59.4
2020-01-16,QLD1,20.9,48.2
2020-01-16,SA1,27.7,50.0
2020-01-16,TAS1,19.1,51.8
2020-01-16,VIC1,21.2,51.8
2020-01-17,NSW1,16.2,64.8
2020-01-17,QLD1,24.5,57.2
2020-01-17,SA1,19.4,38.9
2020-01-17,TAS1,17.6,37.1
2020-01-17,VIC1,19.4,44.3
2020-01-18,NSW1,22.3,48.2
2020-01-18,QLD1,14.4,38.9
2020-01-18,SA1,15.5,31.3
2020-01-18,TAS1,11.9,37.1
2020-01-18,VIC1,12.6,37.1
2020-01-19,NSW1,20.5,107.3
2020-01-19,QLD1,9.0,16.6
2020-01-19,SA1,33.8,57.2
2020-01-19,TAS1,12.6,31.3
2020-01-19,VIC1,11.5,42.5
2020-01-20,NSW1,21.6,53.6
2020-01-20,QLD1,16.2,37.1
2020-01-20,SA1,19.4,42.5
2020-01-20,TAS1,18.0,42.5
2020-01-20,VIC1,13.7,38.9
2020-01-21,NSW1,11.2,40.7
2020-01-21,QLD1,12.6,33.5
2020-01-21,SA1,18.4,48.2
2020-01-21,TAS1,17.6,42.5
2020-01-21,VIC1,10.4,33.5
2020-01-22,NSW1,15.1,46.4
2020-01-22,QLD1,19.4,76.0
2020-01-22,SA1,26.6,53.6
2020-01-22,TAS1,20.5,68.4
2020-01-22,VIC1,17.6,63.0
2020-01-23,NSW1,30.6,68.4
2020-01-23,QLD1,24.5,70.2
2020-01-23,SA1,32.8,61.2
2020-01-23,TAS1,20.2,70.2
2020-01-23,VIC1,16.6,61.2
2020-01-24,NSW1,15.8,40.7
2020-01-24,QLD1,14.0,40.7
2020-01-24,SA1,20.2,44.3
2020-01-24,TAS1,23.0,64.8
2020-01-24,VIC1,11.2,38.9
2020-01-25,NSW1,17.6,50.0
2020-01-25,QLD1,10.8,27.7
2020-01-25,SA1,14.8,31.3
2020-01-25,TAS1,18.7,51.8
2020-01-25,VIC1,7.9,29.5
2020-01-26,NSW1,13.7,57.2
2020-01-26,QLD1,15.5,48.2
2020-01-26,SA1,18.0,50.0
2020-01-26,TAS1,17.3,61.2
2020-01-26,VIC1,11.9,40.7
2020-01-27,NSW1,11.5,33.5
2020-01-27,QLD1,26.3,46.4
2020-01-27,SA1,20.5,42.5
2020-01-27,TAS1,19.4,46.4
2020-01-27,VIC1,13.0,37.1
2020-01-28,NSW1,18.0,42.5
2020-01-28,QLD1,24.1,64.8
2020-01-28,SA1,22.7,46.4
2020-01-28,TAS1,25.6,57.2
2020-01-28,VIC1,13.3,42.5
2020-01-29,NSW1,16.2,50.0
2020-01-29,QLD1,28.1,48.2
2020-01-29,SA1,27.7,53.6
2020-01-29,TAS1,19.1,50.0
2020-01-29,VIC1,11.2,31.3
2020-01-30,NSW1,18.4,46.4
2020-01-30,QLD1,23.4,55.4
2020-01-30,SA1,29.2,72.4
2020-01-30,TAS1,27.4,68.4
2020-01-30,VIC1,10.8,35.3
2020-01-31,NSW1,17.3,44.3
2020-01-31,QLD1,22.0,57.2
2020-01-31,SA1,32.4,70.2
2020-01-31,TAS1,19.4,66.6
2020-01-31,VIC1,17.3,61.2
2020-02-01,NSW1,20.5,53.6
2020-02-01,QLD1,18.0,38.9
2020-02-01,SA1,30.2,53.6
2020-02-01,TAS1,17.3,46.4
2020-02-01,VIC1,16.9,70.2
2020-02-02,NSW1,27.0,72.4
2020-02-02,QLD1,15.5,40.7
2020-02-02,SA1,25.9,51.8
2020-02-02,TAS1,25.6,76.0
2020-02-02,VIC1,16.2,38.9
2020-02-03,NSW1,21.2,48.2
2020-02-03,QLD1,13.7,48.2
2020-02-03,SA1,22.7,40.7
2020-02-03,TAS1,19.1,72.4
2020-02-03,VIC1,19.4,50.0
2020-02-04,NSW1,28.8,61.2
2020-02-04,QLD1,14.0,38.9
2020-02-04,SA1,18.7,38.9
2020-02-04,TAS1,15.5,44.3
2020-02-04,VIC1,16.9,44.3
2020-02-05,NSW1,21.2,57.2
2020-02-05,QLD1,18.7,53.6
2020-02-05,SA1,15.1,38.9
2020-02-05,TAS1,15.5,40.7
2020-02-05,VIC1,20.2,44.3
2020-02-06,NSW1,22.3,51.8
2020-02-06,QLD1,13.0,38.9
2020-02-06,SA1,11.5,38.9
2020-02-06,TAS1,13.7,31.3
2020-02-06,VIC1,19.4,59.4
2020-02-07,NSW1,25.6,51.8
2020-02-07,QLD1,13.0,31.3
2020-02-07,SA1,15.5,46.4
2020-02-07,TAS1,14.0,31.3
2020-02-07,VIC1,16.2,37.1
2020-02-08,NSW1,23.4,51.8
2020-02-08,QLD1,13.3,46.4
2020-02-08,SA1,16.9,38.9
2020-02-08,TAS1,11.5,31.3
2020-02-08,VIC1,18.0,38.9
2020-02-09,NSW1,21.2,46.4
2020-02-09,QLD1,8.3,37.1
2020-02-09,SA1,16.2,38.9
2020-02-09,TAS1,13.7,38.9
2020-02-09,VIC1,17.3,40.7
2020-02-10,NSW1,15.1,40.7
2020-02-10,QLD1,16.6,42.5
2020-02-10,SA1,17.6,42.5
2020-02-10,TAS1,13.7,31.3
2020-02-10,VIC1,14.0,33.5
2020-02-11,NSW1,11.5,46.4
2020-02-11,QLD1,17.3,42.5
2020-02-11,SA1,15.5,
2020-02-11,TAS1,10.4,27.7
2020-02-11,VIC1,10.4,40.7
2020-02-12,NSW1,15.8,48.2
2020-02-12,QLD1,6.1,
2020-02-12,SA1,19.1,42.5
2020-02-12,TAS1,16.2,35.3
2020-02-12,VIC1,23.8,44.3
2020-02-13,NSW1,18.7,53.6
2020-02-13,SA1,15.8,40.7
2020-02-13,TAS1,10.8,29.5
2020-02-13,VIC1,15.5,35.3
2020-02-14,NSW1,14.0,37.1
2020-02-14,SA1,23.4,48.2
2020-02-14,TAS1,12.2,37.1
2020-02-14,VIC1,12.6,42.5
2020-02-15,NSW1,10.1,37.1
2020-02-15,SA1,24.8,51.8
2020-02-15,TAS1,22.0,57.2
2020-02-15,VIC1,18.4,42.5
2020-02-16,NSW1,24.8,51.8
2020-02-16,SA1,13.7,35.3
2020-02-16,TAS1,19.4,40.7
2020-02-16,VIC1,16.2,37.1
2020-02-17,NSW1,24.5,48.2
2020-02-17,SA1,17.6,51.8
2020-02-17,TAS1,11.5,29.5
2020-02-17,VIC1,13.7,31.3
2020-02-18,NSW1,17.3,46.4
2020-02-18,QLD1,14.4,46.4
2020-02-18,SA1,35.6,59.4
2020-02-18,TAS1,13.3,38.9
2020-02-18,VIC1,16.2,53.6
2020-02-19,NSW1,19.1,59.4
2020-02-19,QLD1,18.0,
2020-02-19,SA1,23.4,44.3
2020-02-19,TAS1,27.4,57.2
2020-02-19,VIC1,22.7,51.8
2020-02-20,NSW1,12.6,35.3
2020-02-20,QLD1,10.8,35.3
2020-02-20,SA1,16.2,
2020-02-20,TAS1,17.3,42.5
2020-02-20,VIC1,16.9,38.9
2020-02-21,NSW1,13.0,31.3
2020-02-21,QLD1,17.3,55.4
2020-02-21,SA1,20.2,
2020-02-21,TAS1,15.1,44.3
2020-02-21,VIC1,20.9,46.4
2020-02-22,NSW1,26.6,51.8
2020-02-22,QLD1,21.6,55.4
2020-02-22,SA1,16.9,35.3
2020-02-22,TAS1,13.3,37.1
2020-02-22,VIC1,15.8,35.3
2020-02-23,NSW1,15.8,40.7
2020-02-23,QLD1,13.0,
2020-02-23,SA1,14.8,35.3
2020-02-23,TAS1,14.0,35.3
2020-02-23,VIC1,17.3,40.7
2020-02-24,NSW1,12.6,27.7
2020-02-24,QLD1,22.0,38.9
2020-02-24,SA1,16.6,38.9
2020-02-24,TAS1,9.7,29.5
2020-02-24,VIC1,12.6,33.5
2020-02-25,NSW1,11.9,29.5
2020-02-25,QLD1,13.7,29.5
2020-02-25,SA1,16.2,40.7
2020-02-25,TAS1,16.2,50.0
2020-02-25,VIC1,13.3,55.4
2020-02-26,NSW1,15.1,57.2
2020-02-26,QLD1,11.5,
2020-02-26,SA1,18.7,
2020-02-26,TAS1,19.4,59.4
2020-02-26,VIC1,16.9,50.0
2020-02-27,NSW1,13.3,33.5
2020-02-27,QLD1,10.8,
2020-02-27,SA1,23.8,
2020-02-27,TAS1,23.4,74.2
2020-02-27,VIC1,12.2,38.9
2020-02-28,NSW1,13.7,37.1
2020-02-28,QLD1,16.6,35.3
2020-02-28,SA1,19.1,44.3
2020-02-28,TAS1,22.3,59.4
2020-02-28,VIC1,13.0,44.3
2020-02-29,NSW1,16.6,46.4
2020-02-29,QLD1,20.2,57.2
2020-02-29,SA1,13.7,33.5
2020-02-29,TAS1,30.6,76.0
2020-02-29,VIC1,8.3,24.1
2020-03-01,NSW1,16.9,40.7
2020-03-01,QLD1,18.4,38.9
2020-03-01,SA1,19.8,64.8
2020-03-01,TAS1,11.9,53.6
2020-03-01,VIC1,16.6,51.8
2020-03-02,NSW1,13.0,38.9
2020-03-02,QLD1,17.6,
2020-03-02,SA1,25.6,51.8
2020-03-02,TAS1,22.7,61.2
2020-03-02,VIC1,21.6,44.3
2020-03-03,NSW1,20.2,42.5
2020-03-03,QLD1,15.1,40.7
2020-03-03,SA1,24.5,40.7
2020-03-03,TAS1,15.1,46.4
2020-03-03,VIC1,21.2,44.3
2020-03-04,NSW1,23.8,48.2
2020-03-04,QLD1,23.4,57.2
2020-03-04,SA1,22.7,42.5
2020-03-04,TAS1,12.2,31.3
2020-03-04,VIC1,12.6,31.3
2020-03-05,NSW1,15.5,44.3
2020-03-05,QLD1,18.7,
2020-03-05,SA1,21.2,46.4
2020-03-05,TAS1,10.8,51.8
2020-03-05,VIC1,11.9,29.5
2020-03-06,NSW1,17.6,35.3
2020-03-06,QLD1,14.4,
2020-03-06,SA1,14.0,29.5
2020-03-06,TAS1,19.1,66.6
2020-03-06,VIC1,16.2,38.9
2020-03-07,NSW1,16.2,35.3
2020-03-07,QLD1,19.1,38.9
2020-03-07,SA1,14.8,35.3
2020-03-07,TAS1,15.1,50.0
2020-03-07,VIC1,20.5,40.7
2020-03-08,NSW1,22.0,48.2
2020-03-08,QLD1,18.7,72.4
2020-03-08,SA1,16.9,37.1
2020-03-08,TAS1,12.2,29.5
2020-03-08,VIC1,19.4,48.2
2020-03-09,NSW1,23.0,40.7
2020-03-09,QLD1,16.2,42.5
2020-03-09,SA1,17.6,40.7
2020-03-09,TAS1,11.5,29.5
2020-03-09,VIC1,20.2,40.7
2020-03-10,NSW1,19.1,40.7
2020-03-10,QLD1,17.6,44.3
2020-03-10,SA1,14.4,31.3
2020-03-10,TAS1,12.2,31.3
2020-03-10,VIC1,13.3,35.3
2020-03-11,NSW1,20.2,38.9
2020-03-11,QLD1,18.0,40.7
2020-03-11,SA1,23.0,50.0
2020-03-11,TAS1,13.0,
2020-03-11,VIC1,11.9,33.5
2020-03-12,NSW1,19.4,38.9
2020-03-12,QLD1,19.4,42.5
2020-03-12,SA1,19.8,46.4
2020-03-12,TAS1,17.3,40.7
2020-03-12,VIC1,12.2,37.1
2020-03-13,NSW1,12.2,37.1
2020-03-13,QLD1,19.1,50.0
2020-03-13,SA1,23.8,48.2
2020-03-13,TAS1,21.2,77.8
2020-03-13,VIC1,17.6,57.2
2020-03-14,NSW1,13.7,44.3
2020-03-14,QLD1,22.3,57.2
2020-03-14,SA1,27.7,51.8
2020-03-14,TAS1,16.9,53.6
2020-03-14,VIC1,27.7,63.0
2020-03-15,NSW1,23.8,50.0
2020-03-15,QLD1,14.4,37.1
2020-03-15,SA1,18.7,40.7
2020-03-15,TAS1,13.0,40.7
2020-03-15,VIC1,18.4,40.7
2020-03-16,NSW1,21.6,42.5
2020-03-16,QLD1,16.9,38.9
2020-03-16,SA1,19.4,37.1
2020-03-16,TAS1,9.7,33.5
2020-03-16,VIC1,12.6,35.3
2020-03-17,NSW1,16.6,40.7
2020-03-17,QLD1,19.4,48.2
2020-03-17,SA1,22.7,50.0
2020-03-17,TAS1,17.3,46.4
2020-03-17,VIC1,12.6,50.0
2020-03-18,NSW1,9.7,40.7
2020-03-18,QLD1,19.1,42.5
2020-03-18,SA1,20.5,44.3
2020-03-18,TAS1,23.0,81.4
2020-03-18,VIC1,9.4,33.5
2020-03-19,NSW1,7.6,22.3
2020-03-19,QLD1,17.6,40.7
2020-03-19,SA1,14.8,38.9
2020-03-19,TAS1,9.0,27.7
2020-03-19,VIC1,11.2,57.2
2020-03-20,NSW1,13.0,40.7
2020-03-20,QLD1,16.6,35.3
2020-03-20,SA1,22.3,48.2
2020-03-20,TAS1,15.8,38.9
2020-03-20,VIC1,14.0,42.5
2020-03-21,NSW1,9.4,25.9
2020-03-21,QLD1,19.1,35.3
2020-03-21,SA1,20.2,44.3
2020-03-21,TAS1,11.5,27.7
2020-03-21,VIC1,11.2,25.9
2020-03-22,NSW1,14.8,42.5
2020-03-22,SA1,25.2,48.2
2020-03-22,TAS1,12.6,57.2
2020-03-22,VIC1,16.6,44.3
2020-03-23,NSW1,20.9,44.3
2020-03-23,QLD1,21.2,42.5
2020-03-23,SA1,26.3,53.6
2020-03-23,TAS1,10.1,48.2
2020-03-23,VIC1,16.9,38.9
2020-03-24,NSW1,17.6,44.3
2020-03-24,QLD1,22.7,57.2
2020-03-24,SA1,23.4,51.8
2020-03-24,TAS1,11.2,27.7
2020-03-24,VIC1,15.1,33.5
2020-03-25,NSW1,12.6,35.3
2020-03-25,QLD1,21.6,51.8
2020-03-25,SA1,16.9,35.3
2020-03-25,TAS1,13.7,48.2
2020-03-25,VIC1,19.1,48.2
2020-03-26,NSW1,19.1,46.4
2020-03-26,QLD1,13.7,31.3
2020-03-26,SA1,17.6,38.9
2020-03-26,TAS1,11.9,24.1
2020-03-26,VIC1,18.0,46.4
2020-03-27,NSW1,23.0,46.4
2020-03-27,QLD1,16.2,51.8
2020-03-27,SA1,14.8,27.7
2020-03-27,TAS1,11.5,27.7
2020-03-27,VIC1,11.5,40.7
2020-03-28,NSW1,18.0,38.9
2020-03-28,QLD1,16.6,35.3
2020-03-28,SA1,16.6,38.9
2020-03-28,TAS1,19.8,44.3
2020-03-28,VIC1,15.1,42.5
2020-03-29,NSW1,17.3,33.5
2020-03-29,QLD1,16.2,38.9
2020-03-29,SA1,24.5,44.3
2020-03-29,TAS1,17.6,40.7
2020-03-29,VIC1,13.0,57.2
2020-03-30,NSW1,13.3,48.2
2020-03-30,QLD1,14.0,33.5
2020-03-30,SA1,24.1,48.2
2020-03-30,TAS1,19.8,50.0
2020-03-30,VIC1,7.2,25.9
2020-03-31,NSW1,8.3,27.7
2020-03-31,QLD1,15.1,35.3
2020-03-31,SA1,14.4,31.3
2020-03-31,TAS1,14.4,38.9
2020-03-31,VIC1,8.3,37.1
2020-04-01,NSW1,13.7,37.1
2020-04-01,QLD1,13.3,33.5
2020-04-01,SA1,11.2,29.5
2020-04-01,TAS1,11.5,27.7
2020-04-01,VIC1,11.9,27.7
2020-04-02,NSW1,14.0,35.3
2020-04-02,QLD1,15.8,44.3
2020-04-02,SA1,10.4,24.1
2020-04-02,TAS1,9.4,35.3
2020-04-02,VIC1,11.2,38.9
2020-04-03,NSW1,15.8,48.2
2020-04-03,QLD1,18.4,59.4
2020-04-03,SA1,24.8,63.0
2020-04-03,TAS1,15.8,38.9
2020-04-03,VIC1,12.2,40.7
2020-04-04,NSW1,23.4,64.8
2020-04-04,QLD1,18.0,50.0
2020-04-04,SA1,21.6,46.4
2020-04-04,TAS1,13.7,48.2
2020-04-04,VIC1,18.0,64.8
2020-04-05,NSW1,10.1,31.3
2020-04-05,QLD1,17.3,37.1
2020-04-05,SA1,12.2,35.3
2020-04-05,TAS1,18.4,53.6
2020-04-05,VIC1,17.6,
2020-04-06,NSW1,9.7,29.5
2020-04-06,QLD1,16.2,33.5
2020-04-06,SA1,11.5,25.9
2020-04-06,TAS1,16.2,44.3
2020-04-06,VIC1,10.1,24.1
2020-04-07,NSW1,16.6,
2020-04-07,QLD1,22.3,46.4
2020-04-07,SA1,11.2,25.9
2020-04-07,TAS1,12.2,33.5
2020-04-07,VIC1,11.9,31.3
2020-04-08,NSW1,17.3,
2020-04-08,QLD1,22.3,44.3
2020-04-08,SA1,13.0,27.7
2020-04-08,TAS1,11.5,24.1
2020-04-08,VIC1,19.4,44.3
2020-04-09,NSW1,25.2,50.0
2020-04-09,QLD1,20.9,46.4
2020-04-09,SA1,8.6,31.3
2020-04-09,TAS1,13.3,38.9
2020-04-09,VIC1,13.7,35.3
2020-04-10,NSW1,15.5,48.2
2020-04-10,QLD1,16.2,42.5
2020-04-10,SA1,12.6,27.7
2020-04-10,TAS1,25.9,68.4
2020-04-10,VIC1,8.6,25.9
2020-04-11,NSW1,19.8,59.4
2020-04-11,QLD1,16.2,
2020-04-11,SA1,22.7,42.5
2020-04-11,TAS1,13.7,53.6
2020-04-11,VIC1,23.8,64.8
2020-04-12,NSW1,11.2,33.5
2020-04-12,QLD1,9.4,
2020-04-12,SA1,13.0,29.5
2020-04-12,TAS1,16.6,57.2
2020-04-12,VIC1,12.2,29.5
2020-04-13,NSW1,10.8,20.5
2020-04-13,SA1,17.3,35.3
2020-04-13,TAS1,7.9,18.4
2020-04-13,VIC1,5.0,22.3
2020-04-14,NSW1,8.6,24.1
2020-04-14,SA1,20.5,40.7
2020-04-14,TAS1,12.6,42.5
2020-04-14,VIC1,7.2,20.5
2020-04-15,NSW1,9.7,27.7
2020-04-15,SA1,19.4,40.7
2020-04-15,TAS1,12.6,55.4
2020-04-15,VIC1,11.9,33.5
2020-04-16,NSW1,16.2,40.7
2020-04-16,QLD1,10.4,
2020-04-16,SA1,25.2,50.0
2020-04-16,TAS1,19.8,53.6
2020-04-16,VIC1,11.9,37.1
2020-04-17,NSW1,14.4,33.5
2020-04-17,QLD1,8.3,29.5
2020-04-17,SA1,15.5,37.1
2020-04-17,TAS1,28.1,92.5
2020-04-17,VIC1,7.6,29.5
2020-04-18,NSW1,9.0,24.1
2020-04-18,QLD1,10.4,35.3
2020-04-18,SA1,6.8,18.4
2020-04-18,TAS1,16.9,77.8
2020-04-18,VIC1,7.2,24.1
2020-04-19,NSW1,11.2,35.3
2020-04-19,QLD1,16.2,33.5
2020-04-19,SA1,24.8,53.6
2020-04-19,TAS1,8.6,20.5
2020-04-19,VIC1,8.3,29.5
2020-04-20,NSW1,9.0,33.5
2020-04-20,QLD1,13.3,29.5
2020-04-20,SA1,18.0,42.5
2020-04-20,TAS1,15.1,64.8
2020-04-20,VIC1,16.6,46.4
2020-04-21,NSW1,10.8,33.5
2020-04-21,QLD1,14.0,35.3
2020-04-21,SA1,10.4,25.9
2020-04-21,TAS1,18.4,46.4
2020-04-21,VIC1,7.9,35.3
2020-04-22,NSW1,9.4,33.5
2020-04-22,QLD1,13.7,29.5
2020-04-22,SA1,16.9,37.1
2020-04-22,TAS1,16.2,61.2
2020-04-22,VIC1,5.4,22.3
2020-04-23,NSW1,7.6,24.1
2020-04-23,QLD1,15.1,38.9
2020-04-23,SA1,16.9,42.5
2020-04-23,TAS1,23.4,48.2
2020-04-23,VIC1,8.6,31.3
2020-04-24,NSW1,10.1,31.3
2020-04-24,QLD1,11.5,31.3
2020-04-24,SA1,14.8,29.5
2020-04-24,TAS1,18.4,55.4
2020-04-24,VIC1,6.8,24.1
2020-04-25,NSW1,7.6,18.4
2020-04-25,QLD1,16.9,38.9
2020-04-25,SA1,26.3,59.4
2020-04-25,TAS1,16.6,40.7
2020-04-25,VIC1,7.2,29.5
2020-04-26,NSW1,14.4,42.5
2020-04-26,QLD1,14.8,33.5
2020-04-26,SA1,23.8,64.8
2020-04-26,TAS1,19.8,74.2
2020-04-26,VIC1,11.5,38.9
2020-04-27,NSW1,13.7,31.3
2020-04-27,QLD1,14.4,37.1
2020-04-27,SA1,17.3,37.1
2020-04-27,TAS1,23.0,66.6
2020-04-27,VIC1,3.2,18.4
2020-04-28,NSW1,17.3,31.3
2020-04-28,QLD1,17.3,48.2
2020-04-28,SA1,21.2,48.2
2020-04-28,TAS1,24.1,51.8
2020-04-28,VIC1,11.5,31.3
2020-04-29,NSW1,18.7,50.0
2020-04-29,QLD1,18.7,40.7
2020-04-29,SA1,35.3,
2020-04-29,TAS1,16.9,44.3
2020-04-29,VIC1,12.6,55.4
2020-04-30,NSW1,14.4,63.0
2020-04-30,QLD1,22.3,50.0
2020-04-30,SA1,29.2,55.4
2020-04-30,TAS1,8.6,22.3
2020-04-30,VIC1,11.9,51.8
2020-05-01,NSW1,22.3,50.0
2020-05-01,QLD1,16.9,44.3
2020-05-01,SA1,19.1,42.5
2020-05-01,TAS1,15.5,57.2
2020-05-01,VIC1,20.2,57.2
2020-05-02,NSW1,21.2,46.4
2020-05-02,QLD1,15.1,35.3
2020-05-02,SA1,18.7,42.5
2020-05-02,TAS1,30.2,90.7
2020-05-02,VIC1,20.5,50.0
2020-05-03,NSW1,14.0,31.3
2020-05-03,QLD1,16.2,38.9
2020-05-03,SA1,14.4,29.5
2020-05-03,TAS1,15.8,53.6
2020-05-03,VIC1,13.7,31.3
2020-05-04,NSW1,9.0,20.5
2020-05-04,QLD1,18.0,33.5
2020-05-04,SA1,16.6,35.3
2020-05-04,TAS1,10.1,37.1
2020-05-04,VIC1,11.2,29.5
2020-05-05,NSW1,16.9,35.3
2020-05-05,QLD1,20.5,
2020-05-05,SA1,24.8,48.2
2020-05-05,TAS1,11.5,31.3
2020-05-05,VIC1,9.4,25.9
2020-05-06,NSW1,9.4,27.7
2020-05-06,QLD1,20.2,44.3
2020-05-06,SA1,28.1,57.2
2020-05-06,TAS1,20.2,51.8
2020-05-06,VIC1,11.2,31.3
2020-05-07,NSW1,13.7,44.3
2020-05-07,QLD1,16.9,
2020-05-07,SA1,23.8,59.4
2020-05-07,TAS1,17.3,59.4
2020-05-07,VIC1,15.1,46.4
2020-05-08,NSW1,14.0,40.7
2020-05-08,QLD1,16.2,40.7
2020-05-08,SA1,13.0,27.7
2020-05-08,TAS1,14.0,42.5
2020-05-08,VIC1,6.1,35.3
2020-05-09,NSW1,16.6,42.5
2020-05-09,QLD1,12.2,42.5
2020-05-09,SA1,20.5,46.4
2020-05-09,TAS1,9.4,27.7
2020-05-09,VIC1,11.5,53.6
2020-05-10,NSW1,15.5,42.5
2020-05-10,QLD1,18.4,40.7
2020-05-10,SA1,13.3,29.5
2020-05-10,TAS1,14.0,38.9
2020-05-10,VIC1,8.6,35.3
2020-05-11,NSW1,14.0,33.5
2020-05-11,QLD1,24.8,44.3
2020-05-11,SA1,16.6,38.9
2020-05-11,TAS1,21.2,44.3
2020-05-11,VIC1,4.7,22.3
2020-05-12,NSW1,11.2,24.1
2020-05-12,QLD1,15.8,38.9
2020-05-12,SA1,11.9,24.1
2020-05-12,TAS1,21.2,66.6
2020-05-12,VIC1,7.9,35.3
2020-05-13,NSW1,10.8,24.1
2020-05-13,QLD1,15.5,37.1
2020-05-13,SA1,15.5,38.9
2020-05-13,TAS1,14.0,53.6
2020-05-13,VIC1,9.7,35.3
2020-05-14,NSW1,16.9,29.5
2020-05-14,QLD1,12.6,27.7
2020-05-14,SA1,10.4,20.5
2020-05-14,TAS1,15.8,40.7
2020-05-14,VIC1,10.1,29.5
2020-05-15,NSW1,16.6,35.3
2020-05-15,QLD1,14.8,27.7
2020-05-15,SA1,15.1,35.3
2020-05-15,TAS1,11.2,29.5
2020-05-15,VIC1,9.7,22.3
2020-05-16,NSW1,16.9,38.9
2020-05-16,QLD1,17.3,44.3
2020-05-16,SA1,11.9,25.9
2020-05-16,TAS1,19.4,59.4
2020-05-16,VIC1,6.5,18.4
2020-05-17,NSW1,16.2,25.9
2020-05-17,QLD1,18.0,42.5
2020-05-17,SA1,13.3,35.3
2020-05-17,TAS1,10.8,38.9
2020-05-17,VIC1,6.5,16.6
2020-05-18,NSW1,17.3,37.1
2020-05-18,QLD1,23.8,
2020-05-18,SA1,15.5,31.3
2020-05-18,TAS1,11.9,27.7
2020-05-18,VIC1,10.1,25.9
2020-05-19,NSW1,15.8,31.3
2020-05-19,QLD1,23.4,40.7
2020-05-19,SA1,22.3,44.3
2020-05-19,TAS1,14.0,50.0
2020-05-19,VIC1,10.8,33.5
2020-05-20,NSW1,14.4,42.5
2020-05-20,QLD1,16.2,44.3
2020-05-20,SA1,16.2,37.1
